1.000000000000000000e+00,3.250234526945303060e+01,3.170700584656992049e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.342680403327501892e+01,6.877759598163891042e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.153035802563643841e+01,6.256238229794580263e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.747563963478609850e+01,7.154663223356777735e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.981320786951231838e+01,8.723092513368739276e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.514218841394382054e+01,7.821151827079923180e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.221179669221400133e+01,7.964197304980874037e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.929956669431706473e+01,5.917148932186950816e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.810504169176824973e+01,7.533124229706305641e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.255001444273381850e+01,7.130087988685035327e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.541973014497375516e+01,5.516567714595912264e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.435163488122891806e+01,8.247884675749791938e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.416404949677335168e+01,6.200892324572582481e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.816847071685779014e+01,7.539287042599495692e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.672720805709661107e+01,8.143619215887864016e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.895588856609371931e+01,6.072360244067396451e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.468719623148090392e+01,8.289250373145371498e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.029732685133346592e+01,9.737989686216607765e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.561864377295582784e+01,4.884715331735507249e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.881681753744563679e+01,5.687721318626850575e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.618981660675260059e+01,8.387856466460276295e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.541605174513406951e+01,1.185912173025224945e+02,0.000000000000000000e+00
1.000000000000000000e+00,4.748120860786787034e+01,5.725181946226896912e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.157564261748701995e+01,5.139174407983230708e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.184518690563943011e+01,7.538065166531235661e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.937082201108952262e+01,7.476556403215137436e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.731000343834809030e+01,9.545505292257473684e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.361556125145330753e+01,9.522936601755530717e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.673761940797697179e+01,7.905240616956558597e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.055676014854776668e+01,8.343207142132371246e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.222399608555304695e+01,6.335879031749787771e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.556783004774663226e+01,4.141288530370056264e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.243647694405564152e+01,7.661734128007404365e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.816454011019285986e+01,9.676956642610819870e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.750444761534178895e+01,7.408413011660252323e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.544053072531998083e+01,6.658814441422859431e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.189622268029125962e+01,7.776848241779302384e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.309383173616396334e+01,5.071958891231208355e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.643600951138687094e+01,6.212457081807178128e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.767565486085074156e+01,6.081024664990221140e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.455560838327535578e+01,5.268298336638778068e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.331828263186572059e+01,5.856982471769286747e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.007314563228903381e+01,8.290598148507051235e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.387061264521837245e+01,6.142470980433912331e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.299748074755309091e+01,1.152441528007952911e+02,0.000000000000000000e+00
1.000000000000000000e+00,3.266904376346718664e+01,4.557058882337608452e+01,0.000000000000000000e+00
1.000000000000000000e+00,4.016689900870370167e+01,5.408405479622361156e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.357507753167365649e+01,8.799445275811041256e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.386421497177823881e+01,5.272549437590042487e+01,0.000000000000000000e+00
1.000000000000000000e+00,6.470713866612129550e+01,9.357611869265824112e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.811982402682280480e+01,8.016627544737096400e+01,0.000000000000000000e+00
